Number,Name,Type1,Type2,Total,Attack,Defense,SP Attack,SP Defense,Speed,Weight,Ability1,Ability2,AbilityHA,Possible Moves
0482,Azelf,Psychic,,580,75,125,70,125,70,0.3 kg (0.7 lbs),Levitate,,,"Acrobatics, Baton Pass, Calm Mind, Charge Beam, Confusion, Dazzling Gleam, Detect, Double Hit, Drain Punch, Draining Kiss, Encore, Endure, Energy Ball, Explosion, Extrasensory, Facade, Fire Blast, Fire Punch, Flamethrower, Fling, Future Sight, Giga Impact, Grass Knot, Helping Hand, Hyper Beam, Ice Punch, Imprison, Iron Tail, Last Resort, Light Screen, Metronome, Mud-Slap, Mystical Power, Nasty Plot, Play Rough, Power Shift, Protect, Psybeam, Psychic, Psycho Cut, Psyshock, Rain Dance, Reflect, Rest, Sandstorm, Self-Destruct, Shadow Ball, Skill Swap, Sleep Talk, Stealth Rock, Stored Power, Substitute, Sunny Day, Swift, Taunt, Tera Blast, Thunder, Thunder Punch, Thunder Wave, Thunderbolt, Tri Attack, Trick, Trick Room, U-turn, Uproar, Water Pulse, Zen Headbutt"
0483,Dialga,Steel,Dragon,680,100,120,120,150,100,683.0 kg (1505.8 lbs),Pressure,,Telepathy,"Aerial Ace, Ancient Power, Aura Sphere, Blizzard, Body Press, Body Slam, Brick Break, Bulk Up, Bulldoze, Draco Meteor, Dragon Breath, Dragon Claw, Dragon Pulse, Dragon Tail, Earth Power, Earthquake, Endure, Facade, Fire Blast, Flamethrower, Flash Cannon, Focus Blast, Giga Impact, Heavy Slam, Hyper Beam, Hyper Voice, Ice Beam, Iron Defense, Iron Head, Iron Tail, Metal Burst, Metal Claw, Outrage, Overheat, Power Gem, Protect, Rain Dance, Rest, Roar of Time, Rock Slide, Rock Smash, Rock Tomb, Sandstorm, Scary Face, Shadow Claw, Slash, Sleep Talk, Stealth Rock, Steel Beam, Stomping Tantrum, Stone Edge, Substitute, Sunny Day, Swift, Take Down, Tera Blast, Thunder, Thunder Wave, Thunderbolt, Trick, Trick Room, Twister"
0483,Dialga,Steel,Dragon,680,100,100,120,150,120,683.0 kg (1505.8 lbs),Pressure,,Telepathy,"Aerial Ace, Ancient Power, Aura Sphere, Blizzard, Body Press, Body Slam, Brick Break, Bulk Up, Bulldoze, Draco Meteor, Dragon Breath, Dragon Claw, Dragon Pulse, Dragon Tail, Earth Power, Earthquake, Endure, Facade, Fire Blast, Flamethrower, Flash Cannon, Focus Blast, Giga Impact, Heavy Slam, Hyper Beam, Hyper Voice, Ice Beam, Iron Defense, Iron Head, Iron Tail, Metal Burst, Metal Claw, Outrage, Overheat, Power Gem, Protect, Rain Dance, Rest, Roar of Time, Rock Slide, Rock Smash, Rock Tomb, Sandstorm, Scary Face, Shadow Claw, Slash, Sleep Talk, Stealth Rock, Steel Beam, Stomping Tantrum, Stone Edge, Substitute, Sunny Day, Swift, Take Down, Tera Blast, Thunder, Thunder Wave, Thunderbolt, Trick, Trick Room, Twister"
0484,Palkia,Water,Dragon,680,90,120,100,150,120,336.0 kg (740.8 lbs),Pressure,,Telepathy,"Aerial Ace, Ancient Power, Aqua Ring, Aqua Tail, Aura Sphere, Avalanche, Blizzard, Body Press, Body Slam, Brick Break, Bulk Up, Bulldoze, Chilling Water, Draco Meteor, Dragon Breath, Dragon Claw, Dragon Pulse, Dragon Tail, Earth Power, Earthquake, Endure, Facade, Fire Blast, Flamethrower, Fling, Focus Blast, Giga Impact, Heavy Slam, Hydro Pump, Hyper Beam, Hyper Voice, Ice Beam, Icy Wind, Liquidation, Outrage, Power Gem, Protect, Rain Dance, Rest, Rock Slide, Rock Smash, Rock Tomb, Sandstorm, Scary Face, Shadow Claw, Slash, Sleep Talk, Snowscape, Spacial Rend, Stomping Tantrum, Stone Edge, Substitute, Sunny Day, Surf, Swift, Take Down, Tera Blast, Thunder, Thunder Wave, Thunderbolt, Trick, Trick Room, Twister, Water Pulse, Waterfall"
0484,Palkia,Water,Dragon,680,90,100,100,150,120,336.0 kg (740.8 lbs),Pressure,,Telepathy,"Aerial Ace, Ancient Power, Aqua Ring, Aqua Tail, Aura Sphere, Avalanche, Blizzard, Body Press, Body Slam, Brick Break, Bulk Up, Bulldoze, Chilling Water, Draco Meteor, Dragon Breath, Dragon Claw, Dragon Pulse, Dragon Tail, Earth Power, Earthquake, Endure, Facade, Fire Blast, Flamethrower, Fling, Focus Blast, Giga Impact, Heavy Slam, Hydro Pump, Hyper Beam, Hyper Voice, Ice Beam, Icy Wind, Liquidation, Outrage, Power Gem, Protect, Rain Dance, Rest, Rock Slide, Rock Smash, Rock Tomb, Sandstorm, Scary Face, Shadow Claw, Slash, Sleep Talk, Snowscape, Spacial Rend, Stomping Tantrum, Stone Edge, Substitute, Sunny Day, Surf, Swift, Take Down, Tera Blast, Thunder, Thunder Wave, Thunderbolt, Trick, Trick Room, Twister, Water Pulse, Waterfall"
0485,Heatran,Fire,Steel,600,91,90,106,130,106,430.0 kg (948.0 lbs),Flash Fire,,Flame Body,"Ancient Power, Body Press, Body Slam, Bulldoze, Crunch, Dark Pulse, Dig, Dragon Pulse, Earth Power, Earthquake, Ember, Endure, Facade, Fire Blast, Fire Fang, Fire Spin, Flame Charge, Flamethrower, Flare Blitz, Flash Cannon, Giga Impact, Heat Wave, Heavy Slam, Hyper Beam, Iron Defense, Iron Head, Lava Plume, Leer, Magma Storm, Metal Claw, Metal Sound, Overheat, Pounce, Power Gem, Protect, Rest, Rock Blast, Rock Slide, Rock Smash, Rock Tomb, Sandstorm, Scary Face, Sleep Talk, Solar Beam, Stealth Rock, Steel Beam, Stomping Tantrum, Stone Edge, Substitute, Sunny Day, Take Down, Taunt, Tera Blast, Will-O-Wisp"
0486,Regigigas,Normal,,670,110,160,110,80,110,420.0 kg (925.9 lbs),Slow Start,,,"Aerial Ace, Ancient Power, Avalanche, Body Press, Brick Break, Bulldoze, Confuse Ray, Crush Grip, Double Team, Drain Punch, Earth Power, Earthquake, Endure, Facade, Fire Punch, Fling, Focus Blast, Focus Punch, Giga Impact, Hammer Arm, Heavy Slam, High Horsepower, Hyper Beam, Ice Punch, Icy Wind, Iron Head, Knock Off, Mega Punch, Payback, Pound, Power Shift, Protect, Psych Up, Rain Dance, Rest, Revenge, Rock Climb, Rock Polish, Rock Slide, Rock Smash, Rock Tomb, Safeguard, Shock Wave, Sleep Talk, Stomp, Stone Edge, Strength, Substitute, Sunny Day, Swagger, Tackle, Thunder, Thunder Punch, Thunder Wave, Thunderbolt, Wide Guard, Zen Headbutt"
0487,Giratina,Ghost,Dragon,680,150,100,120,100,120,750.0 kg (1653.5 lbs),Pressure,,Telepathy,"Aerial Ace, Ancient Power, Aqua Tail, Aura Sphere, Body Slam, Bulldoze, Calm Mind, Charge Beam, Confuse Ray, Dark Pulse, Defog, Destiny Bond, Draco Meteor, Dragon Breath, Dragon Claw, Dragon Pulse, Dragon Tail, Earth Power, Earthquake, Endure, Energy Ball, Facade, Fly, Giga Impact, Hex, Hyper Beam, Hyper Voice, Icy Wind, Iron Head, Iron Tail, Ominous Wind, Outrage, Pain Split, Phantom Force, Protect, Psychic, Rain Dance, Rest, Rock Smash, Scary Face, Shadow Ball, Shadow Claw, Shadow Force, Shadow Sneak, Slash, Sleep Talk, Stone Edge, Substitute, Sunny Day, Swift, Take Down, Tera Blast, Thunder, Thunder Wave, Thunderbolt, Will-O-Wisp"
0487,Giratina,Ghost,Dragon,680,150,120,100,120,100,750.0 kg (1653.5 lbs),Pressure,,Telepathy,"Aerial Ace, Ancient Power, Aqua Tail, Aura Sphere, Body Slam, Bulldoze, Calm Mind, Charge Beam, Confuse Ray, Dark Pulse, Defog, Destiny Bond, Draco Meteor, Dragon Breath, Dragon Claw, Dragon Pulse, Dragon Tail, Earth Power, Earthquake, Endure, Energy Ball, Facade, Fly, Giga Impact, Hex, Hyper Beam, Hyper Voice, Icy Wind, Iron Head, Iron Tail, Ominous Wind, Outrage, Pain Split, Phantom Force, Protect, Psychic, Rain Dance, Rest, Rock Smash, Scary Face, Shadow Ball, Shadow Claw, Shadow Force, Shadow Sneak, Slash, Sleep Talk, Stone Edge, Substitute, Sunny Day, Swift, Take Down, Tera Blast, Thunder, Thunder Wave, Thunderbolt, Will-O-Wisp"
0488,Cresselia,Psychic,,580,120,70,110,75,120,85.6 kg (188.7 lbs),Levitate,,,"Ally Switch, Aurora Beam, Body Slam, Calm Mind, Charge Beam, Confuse Ray, Confusion, Dazzling Gleam, Double Team, Endure, Energy Ball, Facade, Future Sight, Giga Impact, Grass Knot, Helping Hand, Hyper Beam, Ice Beam, Icy Wind, Light Screen, Lunar Blessing, Lunar Dance, Mist, Moonblast, Moonlight, Mud-Slap, Power Gem, Power Shift, Protect, Psybeam, Psychic, Psychic Terrain, Psycho Cut, Psyshock, Rain Dance, Recover, Reflect, Rest, Safeguard, Scary Face, Shadow Ball, Skill Swap, Slash, Sleep Talk, Solar Beam, Stored Power, Substitute, Sunny Day, Swift, Tackle, Tera Blast, Thunder, Thunder Wave, Thunderbolt, Trick, Trick Room, Zen Headbutt"
0489,Phione,Water,,480,80,80,80,80,80,3.1 kg (6.8 lbs),Hydration,,,"Acid Armor, Aqua Ring, Blizzard, Brine, Bubble, Bubble Beam, Calm Mind, Charm, Confusion, Dazzling Gleam, Dive, Double Team, Endure, Facade, Fling, Grass Knot, Hail, Hydro Pump, Ice Beam, Icy Wind, Moonblast, Protect, Psych Up, Rain Dance, Rest, Safeguard, Scald, Sleep Talk, Substitute, Supersonic, Surf, Swagger, Swift, Take Heart, U-turn, Water Gun, Water Pulse, Waterfall, Whirlpool, Zen Headbutt"
0490,Manaphy,Water,,600,100,100,100,100,100,1.4 kg (3.1 lbs),Hydration,,,"Acid Armor, Aqua Ring, Blizzard, Brine, Bubble, Bubble Beam, Calm Mind, Charm, Confusion, Dazzling Gleam, Dive, Double Team, Endure, Energy Ball, Facade, Flash, Fling, Giga Impact, Grass Knot, Hail, Heart Swap, Hydro Pump, Hyper Beam, Ice Beam, Icy Wind, Light Screen, Moonblast, Protect, Psych Up, Psychic, Rain Dance, Reflect, Rest, Safeguard, Scald, Shadow Ball, Skill Swap, Sleep Talk, Substitute, Supersonic, Surf, Swagger, Swift, Tail Glow, Take Heart, U-turn, Water Gun, Water Pulse, Waterfall, Whirlpool, Zen Headbutt"
0491,Darkrai,Dark,,600,70,90,90,135,90,50.5 kg (111.3 lbs),Bad Dreams,,,"Aerial Ace, Blizzard, Brick Break, Calm Mind, Charge Beam, Confuse Ray, Cut, Dark Pulse, Dark Void, Disable, Double Team, Drain Punch, Dream Eater, Endure, Facade, Flash, Fling, Focus Blast, Focus Punch, Foul Play, Giga Impact, Haze, Hex, Hyper Beam, Hypnosis, Ice Beam, Icy Wind, Nasty Plot, Ominous Wind, Payback, Poison Jab, Protect, Psych Up, Psychic, Quick Attack, Rain Dance, Rest, Rock Climb, Rock Slide, Rock Smash, Rock Tomb, Shadow Ball, Shadow Claw, Shadow Sneak, Shock Wave, Sleep Talk, Sludge Bomb, Snarl, Strength, Substitute, Sucker Punch, Sunny Day, Swagger, Swift, Swords Dance, Taunt, Thief, Thunder, Thunder Wave, Thunderbolt, Torment, Will-O-Wisp, X-Scissor"
0492,Shaymin,Grass,,600,100,100,100,100,100,2.1 kg (4.6 lbs),Natural Cure,,,"Air Slash, Aromatherapy, Bullet Seed, Dazzling Gleam, Double Team, Earth Power, Endure, Energy Ball, Facade, Flash, Giga Drain, Giga Impact, Grass Knot, Growth, Healing Wish, Hyper Beam, Leaf Storm, Leafage, Leech Seed, Magical Leaf, Protect, Psych Up, Psychic, Quick Attack, Recover, Rest, Safeguard, Seed Flare, Sleep Powder, Sleep Talk, Solar Beam, Substitute, Sunny Day, Swagger, Sweet Kiss, Sweet Scent, Swords Dance, Synthesis, Worry Seed"
0492,Shaymin,Grass,Flying,600,100,103,75,120,75,2.1 kg (4.6 lbs),Natural Cure,,,"Air Slash, Aromatherapy, Bullet Seed, Dazzling Gleam, Double Team, Earth Power, Endure, Energy Ball, Facade, Flash, Giga Drain, Giga Impact, Grass Knot, Growth, Healing Wish, Hyper Beam, Leaf Storm, Leafage, Leech Seed, Magical Leaf, Protect, Psych Up, Psychic, Quick Attack, Recover, Rest, Safeguard, Seed Flare, Sleep Powder, Sleep Talk, Solar Beam, Substitute, Sunny Day, Swagger, Sweet Kiss, Sweet Scent, Swords Dance, Synthesis, Worry Seed"
0493,Arceus,Normal,,720,120,120,120,120,120,320.0 kg (705.5 lbs),Multitype,,,"Acid Spray, Aerial Ace, Agility, Air Slash, Ancient Power, Aqua Tail, Aura Sphere, Avalanche, Blizzard, Body Press, Body Slam, Brick Break, Bug Buzz, Bulk Up, Bulldoze, Bullet Seed, Calm Mind, Charge Beam, Chilling Water, Confuse Ray, Confusion, Cosmic Power, Dark Pulse, Dazzling Gleam, Draco Meteor, Dragon Claw, Dragon Dance, Dragon Pulse, Dragon Tail, Earth Power, Earthquake, Electric Terrain, Endure, Energy Ball, Extrasensory, Extreme Speed, Facade, Fire Blast, Flamethrower, Flare Blitz, Flash Cannon, Fly, Focus Blast, Foul Play, Future Sight, Giga Drain, Giga Impact, Grass Knot, Grassy Terrain, Gravity, Gunk Shot, Healing Wish, Heat Wave, Heavy Slam, Hex, Hurricane, Hydro Pump, Hyper Beam, Hyper Voice, Ice Beam, Icy Wind, Imprison, Iron Defense, Iron Head, Iron Tail, Judgment, Light Screen, Liquidation, Magical Leaf, Misty Terrain, Mystical Fire, Ominous Wind, Outrage, Overheat, Perish Song, Phantom Force, Poison Jab, Power Gem, Protect, Psychic, Psychic Terrain, Psyshock, Quick Attack, Rain Dance, Recover, Reflect, Rest, Rock Slide, Rock Smash, Rock Tomb, Sandstorm, Scary Face, Seismic Toss, Shadow Ball, Shadow Claw, Sleep Talk, Sludge Bomb, Snarl, Solar Beam, Stealth Rock, Steel Beam, Stomping Tantrum, Stone Edge, Stored Power, Substitute, Sunny Day, Surf, Swift, Swords Dance, Tailwind, Take Down, Taunt, Tera Blast, Thunder, Thunder Wave, Thunderbolt, Trailblaze, Trick, Trick Room, Water Pulse, Waterfall, Wild Charge, Will-O-Wisp, X-Scissor, Zen Headbutt"
0494,Victini,Psychic,Fire,600,100,100,100,100,100,4.0 kg (8.8 lbs),Victory Star,,,"Baton Pass, Blaze Kick, Bounce, Brick Break, Confusion, Dazzling Gleam, Double-Edge, Encore, Endure, Energy Ball, Expanding Force, Facade, Final Gambit, Fire Blast, Fire Punch, Fire Spin, Flame Charge, Flamethrower, Flare Blitz, Fling, Focus Blast, Focus Energy, Future Sight, Giga Impact, Grass Knot, Guard Swap, Headbutt, Heat Wave, Helping Hand, Hyper Beam, Incinerate, Inferno, Light Screen, Mega Kick, Mega Punch, Mystical Fire, Overheat, Power Swap, Protect, Psychic, Psyshock, Quick Attack, Rest, Reversal, Round, Safeguard, Scorching Sands, Searing Shot, Shadow Ball, Skill Swap, Sleep Talk, Snore, Solar Beam, Speed Swap, Stored Power, Substitute, Sunny Day, Swift, Taunt, Thunder, Thunder Punch, Thunder Wave, Thunderbolt, Trick, Trick Room, U-turn, Uproar, V-create, Wild Charge, Will-O-Wisp, Work Up, Zen Headbutt"
0495,Snivy,Grass,,308,45,45,55,45,55,8.1 kg (17.9 lbs),Overgrow,,Contrary,"Aerial Ace, Aqua Tail, Attract, Bind, Calm Mind, Captivate, Coil, Confide, Defog, Double Team, Energy Ball, Facade, Frustration, Gastro Acid, Giga Drain, Glare, Grass Knot, Grass Pledge, Grassy Terrain, Growth, Hidden Power, Iron Tail, Knock Off, Leaf Blade, Leaf Storm, Leaf Tornado, Leech Seed, Leer, Light Screen, Magical Leaf, Mean Look, Mega Drain, Mirror Coat, Natural Gift, Nature Power, Protect, Pursuit, Reflect, Rest, Return, Round, Safeguard, Seed Bomb, Slam, Sleep Talk, Snatch, Snore, Solar Beam, Substitute, Sunny Day, Swagger, Sweet Scent, Swords Dance, Synthesis, Tackle, Taunt, Torment, Toxic, Twister, Vine Whip, Work Up, Worry Seed, Wrap, Wring Out"
0496,Servine,Grass,,413,60,60,75,60,75,16.0 kg (35.3 lbs),Overgrow,,Contrary,"Aerial Ace, Aqua Tail, Attract, Bind, Calm Mind, Captivate, Coil, Confide, Defog, Double Team, Energy Ball, Facade, Frustration, Gastro Acid, Giga Drain, Glare, Grass Knot, Grass Pledge, Grassy Terrain, Growth, Hidden Power, Iron Tail, Knock Off, Leaf Blade, Leaf Storm, Leaf Tornado, Leech Seed, Leer, Light Screen, Magical Leaf, Mean Look, Mega Drain, Mirror Coat, Natural Gift, Nature Power, Protect, Pursuit, Reflect, Rest, Return, Round, Safeguard, Seed Bomb, Slam, Sleep Talk, Snatch, Snore, Solar Beam, Substitute, Sunny Day, Swagger, Sweet Scent, Swords Dance, Synthesis, Tackle, Taunt, Torment, Toxic, Twister, Vine Whip, Work Up, Worry Seed, Wrap, Wring Out"
0497,Serperior,Grass,,528,75,75,95,75,95,63.0 kg (138.9 lbs),Overgrow,,Contrary,"Aerial Ace, Aqua Tail, Attract, Bind, Brutal Swing, Calm Mind, Captivate, Coil, Confide, Defog, Double Team, Dragon Pulse, Dragon Tail, Energy Ball, Facade, Frenzy Plant, Frustration, Gastro Acid, Giga Drain, Giga Impact, Glare, Grass Knot, Grass Pledge, Grassy Terrain, Growth, Hidden Power, Hyper Beam, Iron Tail, Knock Off, Leaf Blade, Leaf Storm, Leaf Tornado, Leech Seed, Leer, Light Screen, Magical Leaf, Mean Look, Mega Drain, Mirror Coat, Natural Gift, Nature Power, Outrage, Protect, Pursuit, Reflect, Rest, Return, Round, Safeguard, Seed Bomb, Slam, Sleep Talk, Snatch, Snore, Solar Beam, Substitute, Sunny Day, Swagger, Sweet Scent, Swords Dance, Synthesis, Tackle, Taunt, Torment, Toxic, Twister, Vine Whip, Work Up, Worry Seed, Wrap, Wring Out"
0498,Tepig,Fire,,308,65,63,45,45,45,9.9 kg (21.8 lbs),Blaze,,Thick Fat,"Assurance, Attract, Body Slam, Burn Up, Confide, Covet, Curse, Defense Curl, Double Team, Echoed Voice, Ember, Endeavor, Facade, Fire Blast, Fire Pledge, Flame Charge, Flamethrower, Flare Blitz, Frustration, Grass Knot, Gyro Ball, Head Smash, Heat Crash, Heat Wave, Heavy Slam, Helping Hand, Hidden Power, Iron Tail, Magnitude, Odor Sleuth, Overheat, Protect, Rest, Return, Roar, Rock Tomb, Rollout, Round, Sleep Talk, Smog, Snore, Solar Beam, Stomping Tantrum, Substitute, Sucker Punch, Sunny Day, Superpower, Swagger, Tackle, Tail Whip, Take Down, Taunt, Thrash, Toxic, Wild Charge, Will-O-Wisp, Work Up, Yawn, Zen Headbutt"
0499,Pignite,Fire,Fighting,418,90,93,55,70,55,55.5 kg (122.4 lbs),Blaze,,Thick Fat,"Arm Thrust, Assurance, Body Slam, Burn Up, Covet, Curse, Defense Curl, Ember, Endeavor, Fire Pledge, Fire Punch, Flame Charge, Flamethrower, Flare Blitz, Focus Punch, Head Smash, Heat Crash, Heat Wave, Heavy Slam, Helping Hand, Iron Tail, Low Kick, Magnitude, Odor Sleuth, Roar, Rollout, Sleep Talk, Smog, Snore, Stomping Tantrum, Sucker Punch, Superpower, Tackle, Tail Whip, Take Down, Thrash, Thunder Punch, Yawn, Zen Headbutt"
0500,Emboar,Fire,Fighting,528,110,123,65,100,65,150.0 kg (330.7 lbs),Blaze,,Reckless,"Arm Thrust, Assurance, Blast Burn, Block, Body Slam, Burn Up, Covet, Curse, Defense Curl, Ember, Endeavor, Fire Pledge, Fire Punch, Flame Charge, Flamethrower, Flare Blitz, Focus Punch, Hammer Arm, Head Smash, Heat Crash, Heat Wave, Heavy Slam, Helping Hand, Iron Head, Iron Tail, Low Kick, Magnitude, Odor Sleuth, Roar, Rollout, Sleep Talk, Smog, Snore, Stomping Tantrum, Sucker Punch, Superpower, Tackle, Tail Whip, Take Down, Thrash, Thunder Punch, Yawn, Zen Headbutt"
0501,Oshawott,Water,,308,55,55,45,63,45,5.9 kg (13.0 lbs),Torrent,,Shell Armor,"Aerial Ace, Air Slash, Aqua Cutter, Aqua Jet, Aqua Tail, Avalanche, Blizzard, Chilling Water, Copycat, Detect, Dig, Encore, Endure, Facade, False Swipe, Fling, Focus Energy, Fury Cutter, Grass Knot, Helping Hand, Hydro Pump, Ice Beam, Icy Wind, Knock Off, Liquidation, Night Slash, Protect, Rain Dance, Razor Shell, Rest, Retaliate, Sacred Sword, Screech, Slash, Sleep Talk, Snowscape, Soak, Substitute, Surf, Swift, Swords Dance, Tackle, Tail Whip, Take Down, Taunt, Tera Blast, Thief, Water Gun, Water Pledge, Water Pulse, Waterfall, X-Scissor"
0502,Dewott,Water,,413,75,75,60,83,60,24.5 kg (54.0 lbs),Torrent,,Shell Armor,"Aerial Ace, Air Slash, Aqua Cutter, Aqua Jet, Aqua Tail, Avalanche, Blizzard, Brick Break, Chilling Water, Copycat, Detect, Dig, Encore, Endure, Facade, False Swipe, Fling, Focus Energy, Fury Cutter, Grass Knot, Helping Hand, Hydro Pump, Ice Beam, Icy Wind, Knock Off, Liquidation, Night Slash, Protect, Rain Dance, Razor Shell, Rest, Retaliate, Sacred Sword, Screech, Slash, Sleep Talk, Snowscape, Soak, Substitute, Surf, Swift, Swords Dance, Tackle, Tail Whip, Take Down, Taunt, Tera Blast, Thief, Water Gun, Water Pledge, Water Pulse, Waterfall, X-Scissor"
0503,Samurott,Water,,528,95,100,85,108,70,94.6 kg (208.6 lbs),Torrent,,Shell Armor,"Aerial Ace, Aqua Jet, Aqua Tail, Ceaseless Edge, Encore, Focus Energy, Fury Cutter, Hydro Pump, Megahorn, Razor Shell, Retaliate, Slash, Soak, Sucker Punch, Swords Dance, Tackle, Tail Whip, Water Gun, Water Pulse"
0503,Samurott,Water,Dark,528,90,108,80,100,65,94.6 kg (208.6 lbs),Torrent,,Shell Armor,"Aerial Ace, Aqua Jet, Aqua Tail, Ceaseless Edge, Encore, Focus Energy, Fury Cutter, Hydro Pump, Megahorn, Razor Shell, Retaliate, Slash, Soak, Sucker Punch, Swords Dance, Tackle, Tail Whip, Water Gun, Water Pulse"
0504,Patrat,Normal,,255,45,55,39,35,39,11.6 kg (25.6 lbs),Run Away,Keen Eye,Analytic,"After You, Aqua Tail, Assurance, Attract, Baton Pass, Bide, Bite, Bullet Seed, Confide, Covet, Crunch, Detect, Double Team, Endeavor, Facade, Flail, Fling, Focus Energy, Foresight, Frustration, Grass Knot, Gunk Shot, Helping Hand, Hidden Power, Hyper Fang, Hypnosis, Iron Tail, Laser Focus, Last Resort, Leer, Low Kick, Mean Look, Nasty Plot, Protect, Pursuit, Rain Dance, Rest, Return, Revenge, Round, Sand Attack, Screech, Seed Bomb, Shadow Ball, Shock Wave, Slam, Sleep Talk, Snore, Substitute, Sunny Day, Super Fang, Swagger, Swords Dance, Tackle, Tearful Look, Thunderbolt, Toxic, Work Up, Zen Headbutt"
0505,Watchog,Normal,,420,60,85,69,60,69,27.0 kg (59.5 lbs),Illuminate,Keen Eye,Analytic,"After You, Aqua Tail, Assurance, Baton Pass, Bide, Bite, Bullet Seed, Confuse Ray, Covet, Crunch, Detect, Endeavor, Fire Punch, Flail, Focus Energy, Focus Punch, Foresight, Gunk Shot, Helping Hand, Hyper Fang, Hypnosis, Ice Punch, Iron Tail, Knock Off, Laser Focus, Last Resort, Leer, Low Kick, Mean Look, Nasty Plot, Psych Up, Pursuit, Revenge, Rototiller, Sand Attack, Screech, Seed Bomb, Shock Wave, Signal Beam, Slam, Snore, Stomping Tantrum, Super Fang, Tackle, Tearful Look, Thunder Punch, Zen Headbutt"
0506,Lillipup,Normal,,275,45,60,45,25,45,4.1 kg (9.0 lbs),Vital Spirit,Pickup,Run Away,"After You, Attract, Baby-Doll Eyes, Bite, Charm, Covet, Crunch, Dig, Endure, Facade, Fire Fang, Giga Impact, Helping Hand, Howl, Hyper Voice, Ice Fang, Last Resort, Leer, Lick, Mud-Slap, Payback, Play Rough, Protect, Psychic Fangs, Rain Dance, Rest, Retaliate, Reversal, Roar, Rock Tomb, Round, Shadow Ball, Sleep Talk, Snarl, Snore, Substitute, Sunny Day, Tackle, Take Down, Thunder Fang, Thunder Wave, Thunderbolt, Uproar, Wild Charge, Work Up, Yawn"
0507,Herdier,Normal,,370,65,80,65,35,65,14.7 kg (32.4 lbs),Intimidate,Sand Rush,Scrappy,"After You, Attract, Baby-Doll Eyes, Bite, Charm, Covet, Crunch, Dig, Endure, Facade, Fire Fang, Giga Impact, Helping Hand, Howl, Hyper Voice, Ice Fang, Last Resort, Leer, Lick, Mud-Slap, Payback, Play Rough, Protect, Psychic Fangs, Rain Dance, Rest, Retaliate, Reversal, Roar, Rock Tomb, Round, Shadow Ball, Sleep Talk, Snarl, Snore, Substitute, Sunny Day, Surf, Tackle, Take Down, Thunder Fang, Thunder Wave, Thunderbolt, Uproar, Wild Charge, Work Up, Yawn"
0508,Stoutland,Normal,,500,85,110,90,45,90,61.0 kg (134.5 lbs),Intimidate,Sand Rush,Scrappy,"After You, Attract, Baby-Doll Eyes, Bite, Charm, Covet, Crunch, Dig, Endure, Facade, Fire Fang, Giga Impact, Helping Hand, Howl, Hyper Beam, Hyper Voice, Ice Fang, Iron Head, Last Resort, Leer, Lick, Mud-Slap, Payback, Play Rough, Protect, Psychic Fangs, Rain Dance, Rest, Retaliate, Reversal, Roar, Rock Tomb, Round, Shadow Ball, Sleep Talk, Snarl, Snore, Stomping Tantrum, Substitute, Sunny Day, Superpower, Surf, Tackle, Take Down, Thunder, Thunder Fang, Thunder Wave, Thunderbolt, Uproar, Wild Charge, Work Up, Yawn"
